City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,AQI_range
Jorapokhar,2020-01-13,69.44,175.52,8.69,9.11,32.71227971554352,6.45,1.0296205068528574,22.31,62.32,130.0,orange,2
Hyderabad,2020-01-13,65.69,135.4,12.77,46.15,33.07,17.95,0.61,11.57,32.27,128.0,orange,2
Guwahati,2020-01-13,152.57,240.56,77.03,14.06,141.54,16.55,1.68,13.1,18.18,321.0,purple,4
Bengaluru,2020-01-13,53.93,97.81,10.78,38.77,41.27,15.06,1.11,6.51,46.68,106.0,orange,2
Shillong,2020-01-13,57.08,38.59,0.85,2.82,1.28,2.89,0.36,7.76,29.71,52.0,yellow,1
Kolkata,2020-01-13,89.03,191.22,68.05,59.86,119.82,28.94,1.27,15.24,35.6,184.0,orange,2
Thiruvananthapuram,2020-01-13,45.18,72.0,9.89,26.77,22.24,13.4,0.97,9.13,51.15,87.0,yellow,1
Chandigarh,2020-01-13,63.64,120.83,18.37,15.63,23.05,29.22,0.88,7.38,7.63,170.0,orange,2
Mumbai,2020-01-13,68.39,120.46,18.8,29.65,47.02,23.91,0.84,6.73,28.54,178.0,orange,2
Bhopal,2020-01-13,62.95,150.56,10.38,43.3,31.56,20.43,1.31,15.23,49.23,146.0,orange,2
Jaipur,2020-01-13,48.46,124.35,18.39,47.46,56.52,47.18,0.91,13.05,37.9,126.0,orange,2
Patna,2020-01-13,149.01,130.51,64.44,33.01,91.2,19.65,3.65,11.17,11.03,223.0,red,3
Amaravati,2020-01-13,85.67,121.55,2.61,20.64,13.1,20.95,0.95,32.97,47.84,177.0,orange,2
Chennai,2020-01-13,74.12,122.43,6.12,16.68,22.56,61.12,0.88,17.51,33.52,140.0,orange,2
Delhi,2020-01-14,115.62,163.67,21.19,38.08,40.99,46.34,1.16,9.24,21.62,314.0,purple,4
Guwahati,2020-01-14,186.62,270.35,79.92,14.47,146.7,17.74,1.84,13.22,18.17,326.0,purple,4
Hyderabad,2020-01-14,72.24,139.44,4.8,40.97,25.37,23.48,0.63,5.04,41.27,134.0,orange,2
Chennai,2020-01-14,122.88,168.34,13.48,20.24,33.44,72.09,1.1,23.68,35.37,230.0,red,3
Amaravati,2020-01-14,82.66,111.92,1.62,14.0,8.76,19.57,0.85,17.11,56.49,168.0,orange,2
Jorapokhar,2020-01-14,80.32,237.74,8.86,9.32,32.71227971554352,6.44,1.0296205068528574,34.26,59.64,173.0,orange,2
Amritsar,2020-01-14,31.25,83.72,9.17,9.89,17.82,11.99,0.66,6.54,20.19,64.0,yellow,1
Bhopal,2020-01-14,85.64,158.56,11.88,48.0,35.28,28.68,1.43,11.31,33.43,147.0,orange,2
Jaipur,2020-01-14,34.99,96.06,7.8,33.08,34.28,29.08,0.76,12.35,44.74,108.0,orange,2
Mumbai,2020-01-14,36.33,97.67,21.17,26.54,46.51,18.73,0.7,6.28,30.25,100.0,yellow,1
Shillong,2020-01-14,35.92,48.29,0.87,2.74,1.21,2.79,0.47,7.73,25.08,60.0,yellow,1
Visakhapatnam,2020-01-14,177.2,326.4,37.86,79.29,72.95,22.01,2.08,16.45,44.07,326.0,purple,4
Patna,2020-01-14,154.59,174.78,69.89,25.34,94.37,14.62,4.16,12.28,9.91,343.0,purple,4
Bengaluru,2020-01-14,64.35,108.24,10.27,43.03,43.97,15.71,1.08,7.03,47.83,121.0,orange,2
Thiruvananthapuram,2020-01-14,48.75,85.45,9.38,26.54,21.71,12.97,0.91,8.56,58.43,82.0,yellow,1
Chandigarh,2020-01-14,39.14,73.4,13.13,9.24,15.17,33.17,0.69,6.7,8.2,88.0,yellow,1
Talcher,2020-01-14,173.53,356.94,178.12,25.1,69.59,15.64,2.12,5.97,8.62,348.0,purple,4
Kolkata,2020-01-14,146.7,269.95,159.22,79.75,214.54,35.36,2.15,15.48,31.08,286.0,red,3
Hyderabad,2020-01-15,50.23,86.93,2.88,25.29,15.62,20.92,0.42,4.35,36.53,119.0,orange,2
Jaipur,2020-01-15,43.5,92.31,5.32,30.98,29.3,24.94,0.65,11.63,47.5,100.0,yellow,1
Chennai,2020-01-15,48.06,66.92,7.2,13.76,20.74,44.99,0.65,17.7,33.57,168.0,orange,2
Bengaluru,2020-01-15,45.19,79.82,10.74,35.06,37.49,13.94,0.93,7.78,55.92,111.0,orange,2
Chandigarh,2020-01-15,46.49,85.04,12.44,12.03,16.45,31.7,0.68,7.03,9.22,77.0,yellow,1
Talcher,2020-01-15,176.28,305.29,13.18,19.38,11.5,1.71,0.73,25.32,12.74,342.0,purple,4
Visakhapatnam,2020-01-15,89.81,180.44,20.01,50.12,42.92,11.56,1.26,6.53,34.36,258.0,red,3
Thiruvananthapuram,2020-01-15,61.78,90.09,8.02,25.43,20.0,13.8,1.06,8.77,58.14,97.0,yellow,1
Bhopal,2020-01-15,105.95,162.64,8.74,36.38,26.55,30.81,1.22,10.5,28.41,200.0,orange,2
Brajrajnagar,2020-01-15,115.69,209.26,30.02,26.74,45.4,106.47,0.82,8.53,26.83,296.0,red,3
Kolkata,2020-01-15,176.49,325.84,151.75,94.33,224.09,39.65,2.22,19.24,35.41,338.0,purple,4
Amritsar,2020-01-15,54.01,187.66,9.84,9.78,19.38,12.02,0.72,7.23,34.68071909821197,166.0,orange,2
Mumbai,2020-01-15,30.53,91.62,18.69,30.43,49.11,15.37,0.65,6.32,37.85,97.0,yellow,1
Jorapokhar,2020-01-15,72.55,288.08,8.95,9.42,32.71227971554352,6.43,1.0296205068528574,42.93,54.33,240.0,red,3
Guwahati,2020-01-15,378.08,489.02,91.88,15.07,166.98,24.31,3.75,13.41,18.45,462.0,maroon,5
Amaravati,2020-01-15,68.4,90.93,1.72,11.06,7.27,19.03,0.76,18.33,48.09,163.0,orange,2
Shillong,2020-01-15,38.86,50.15,0.91,2.84,1.23,2.91,0.43,8.02,23.68,64.0,yellow,1
Patna,2020-01-15,177.59,210.76,67.57,36.23,98.56,18.88,4.05,12.23,12.94,311.0,purple,4
Delhi,2020-01-15,111.57,179.08,29.61,47.45,54.26,41.76,1.17,10.68,26.19,241.0,red,3
Thiruvananthapuram,2020-01-16,47.74,74.82,10.18,27.92,23.08,13.92,0.97,8.71,54.89,98.0,yellow,1
Jaipur,2020-01-16,43.27,94.23,6.41,38.57,37.59,31.23,0.76,11.55,48.08,92.0,yellow,1
Chennai,2020-01-16,34.09,44.39,7.78,12.32,19.86,44.81,0.65,19.88,33.34,74.0,yellow,1
Amaravati,2020-01-16,56.44,75.95,1.57,10.33,6.65,21.41,0.64,9.86,47.51,108.0,orange,2
Bengaluru,2020-01-16,39.36,84.68,7.12,38.18,37.98,13.75,1.2,7.7,59.83,114.0,orange,2
Patna,2020-01-16,140.36,200.43,64.27,36.59,99.28,27.83,3.27,10.93,11.89,346.0,purple,4
Shillong,2020-01-16,22.65,31.34,0.73,2.31,0.7,2.34,0.22,6.48,26.21,55.0,yellow,1
Talcher,2020-01-16,151.02,253.09,8.25,10.45,17.91,1.61,1.29,19.29,22.41,340.0,purple,4
Jorapokhar,2020-01-16,75.36,269.38,8.72,9.05,32.71227971554352,6.45,1.0296205068528574,29.71,52.86,242.0,red,3
Visakhapatnam,2020-01-16,71.06,103.17,3.1,31.92,19.5,11.9,1.05,10.02,71.86,160.0,orange,2
Mumbai,2020-01-16,34.16,84.73,15.66,31.54,47.2,16.18,0.66,5.95,37.14,90.0,yellow,1
Kolkata,2020-01-16,145.88,256.22,103.28,77.25,170.71,35.15,1.79,13.07,38.31,347.0,purple,4
Bhopal,2020-01-16,134.02,196.56,7.96,32.54,23.87,32.17,1.33,9.74,18.93,307.0,purple,4
Chandigarh,2020-01-16,40.07,79.2,7.15,11.91,11.96,29.08,0.67,6.47,8.12,80.0,yellow,1
Brajrajnagar,2020-01-16,108.99,195.21,27.88,20.64,38.24,85.38,0.84,6.95,35.7,285.0,red,3
Amritsar,2020-01-16,45.32,81.67,9.43,9.85,19.25,12.0,0.91,7.72,34.68071909821197,85.0,yellow,1
Delhi,2020-01-16,139.06,197.9,28.99,44.21,51.19,43.54,1.11,10.44,18.63,286.0,red,3
Guwahati,2020-01-16,169.6,237.56,69.18,11.13,125.47,27.33,2.16,13.43,18.12,402.0,maroon,5
Hyderabad,2020-01-16,35.28,65.41,2.81,22.05,13.92,18.35,0.38,5.35,33.42,76.0,yellow,1
Bhopal,2020-01-17,80.47,139.95,6.67,38.33,25.9,22.01,1.01,17.33,49.45,234.0,red,3
Brajrajnagar,2020-01-17,101.29,189.61,25.28,25.34,43.24,73.69,0.86,6.45,28.69,250.0,red,3
Chandigarh,2020-01-17,48.86,90.27,16.22,10.91,18.44,41.64,0.75,7.18,6.46,85.0,yellow,1
Shillong,2020-01-17,34.74,45.92,0.74,2.36,0.38,2.45,0.14,6.99,29.39,36.0,green,0
Delhi,2020-01-17,107.65,152.98,31.58,36.19,49.2,40.15,1.14,9.69,18.97,287.0,red,3
Chennai,2020-01-17,35.33,53.18,8.07,11.1,18.78,39.79,0.7,22.76,26.76,62.0,yellow,1
Jorapokhar,2020-01-17,62.11,206.68,8.75,8.79,32.71227971554352,6.51,1.0296205068528574,29.66,49.2,180.0,orange,2
Bengaluru,2020-01-17,34.68,85.16,12.3,39.38,43.73,13.59,1.27,7.3,43.88,106.0,orange,2
Mumbai,2020-01-17,51.0,115.87,21.31,41.19,62.5,15.45,0.68,6.3,38.68,93.0,yellow,1
Guwahati,2020-01-17,124.99,202.88,72.13,14.04,133.46,21.27,1.39,13.75,18.2,311.0,purple,4
Patna,2020-01-17,135.89,210.83,31.14,39.22,69.02,26.91,2.07,11.24,18.16,261.0,red,3
Kolkata,2020-01-17,111.02,211.36,109.92,67.76,171.93,35.51,1.48,13.02,34.49,277.0,red,3
Talcher,2020-01-17,142.69,293.03,5.63,11.25,16.88,1.5,1.27,16.61,11.29,312.0,purple,4
Amritsar,2020-01-17,77.37,110.41,9.63,10.03,19.65,12.06,0.89,7.44,34.68071909821197,121.0,orange,2
Jaipur,2020-01-17,49.19,108.73,16.71,52.14,61.39,46.24,1.12,14.61,39.04,99.0,yellow,1
Hyderabad,2020-01-17,31.16,63.66,6.4,27.84,19.17,15.93,0.44,5.87,25.51,66.0,yellow,1
Visakhapatnam,2020-01-17,43.36,81.3,2.81,25.07,15.46,10.51,1.03,9.53,59.04,128.0,orange,2
Amaravati,2020-01-17,45.81,66.69,2.1,11.52,7.83,15.1,0.66,15.86,44.3,82.0,yellow,1
Thiruvananthapuram,2020-01-17,38.16,69.87,9.09,24.09,20.17,14.39,0.95,8.61,54.29,85.0,yellow,1
Jorapokhar,2020-01-18,59.65,182.83,8.88,8.86,32.71227971554352,6.41,1.0296205068528574,25.91,66.2,177.0,orange,2
Thiruvananthapuram,2020-01-18,31.66,59.79,11.3,24.82,22.34,17.61,0.88,9.17,46.57,68.0,yellow,1
Chandigarh,2020-01-18,58.57,134.0,18.14,11.8,20.29,47.37,0.69,8.39,8.28,110.0,orange,2
Shillong,2020-01-18,33.34,45.46,0.77,2.41,1.05,2.47,0.25,7.36,47.44,69.0,yellow,1
Visakhapatnam,2020-01-18,42.17,81.73,4.4,25.01,16.89,10.84,1.03,8.03,45.73,79.0,yellow,1
Bengaluru,2020-01-18,26.9,65.04,6.83,26.29,28.93,14.38,0.95,5.81,24.91,86.0,yellow,1
Amaravati,2020-01-18,31.59,51.42,2.23,8.68,6.43,12.88,0.6,12.33,35.43,60.0,yellow,1
Mumbai,2020-01-18,87.28,167.77,21.29,55.99,77.28,18.35,0.98,7.63,37.57,160.0,orange,2
Guwahati,2020-01-18,149.32,240.6,78.64,16.06,146.33,20.37,1.52,14.18,19.69,309.0,purple,4
Brajrajnagar,2020-01-18,83.82,184.33,26.56,15.4,36.36,62.42,0.85,6.23,27.36,188.0,orange,2
Delhi,2020-01-18,125.3,198.24,39.64,43.78,60.8,39.56,1.32,9.65,19.93,262.0,red,3
Patna,2020-01-18,86.75,118.72,54.16,24.39,75.21,30.57,0.95,10.92,10.38,231.0,red,3
Chennai,2020-01-18,28.67,28.47,4.85,10.68,15.06,39.0,0.84,27.29,29.02,65.0,yellow,1
Hyderabad,2020-01-18,35.01,74.36,10.46,29.5,22.59,14.58,0.48,5.17,25.43,69.0,yellow,1
Bhopal,2020-01-18,87.22,145.21,10.87,40.78,30.61,22.86,1.13,16.63,32.11,193.0,orange,2
Kolkata,2020-01-18,82.65,167.5,78.57,64.95,140.68,27.53,1.22,17.28,31.83,219.0,red,3
Talcher,2020-01-18,136.38,264.73,5.51,11.27,16.77,1.49,1.46,15.52,6.46,317.0,purple,4
Jaipur,2020-01-18,47.61,101.53,14.34,48.12,56.51,40.58,1.0,12.84,39.97,116.0,orange,2
Amritsar,2020-01-18,68.12,98.08,9.46,9.98,18.75,12.01,0.61,6.68,34.68071909821197,153.0,orange,2
Chennai,2020-01-19,31.17,33.25,6.4,17.08,22.8,42.27,0.78,23.09,26.29,67.0,yellow,1
Chandigarh,2020-01-19,46.76,96.89,20.11,11.33,22.08,35.94,0.78,7.99,10.35,112.0,orange,2
Visakhapatnam,2020-01-19,39.3,92.98,15.49,29.13,28.09,9.84,1.04,8.58,30.23,93.0,yellow,1
Amritsar,2020-01-19,57.46,82.99,9.3,10.02,19.25,11.94,0.63,6.57,34.68071909821197,111.0,orange,2
Patna,2020-01-19,85.47,109.46,57.96,23.75,81.16,21.25,0.76,11.8,25.7,206.0,red,3
Delhi,2020-01-19,125.04,187.93,18.6,34.18,36.38,38.38,0.96,8.69,25.86,290.0,red,3
Mumbai,2020-01-19,96.1,195.03,48.56,48.29,93.9,20.81,1.12,8.28,35.96,213.0,red,3
Kolkata,2020-01-19,83.41,176.12,45.12,51.05,93.6,31.03,1.01,14.21,34.6,196.0,orange,2
Guwahati,2020-01-19,123.96,196.86,74.81,13.79,137.58,22.25,1.42,13.82,18.24,325.0,purple,4
Bhopal,2020-01-19,61.76,107.46,7.75,39.66,27.49,18.85,0.94,15.78,40.37,137.0,orange,2
Jorapokhar,2020-01-19,49.58,140.68,8.54,8.41,32.71227971554352,6.46,1.0296205068528574,22.48,79.13,161.0,orange,2
Hyderabad,2020-01-19,34.14,71.2,11.5,27.74,22.0,14.75,0.43,4.3,25.09,74.0,yellow,1
Amaravati,2020-01-19,36.62,58.14,2.01,10.43,7.18,13.99,0.69,16.57,35.86,58.0,yellow,1
Bengaluru,2020-01-19,26.66,59.29,5.34,23.43,25.93,13.36,0.96,5.8,29.97,66.0,yellow,1
Brajrajnagar,2020-01-19,89.78,154.57,28.02,17.0,39.18,82.41,0.89,5.37,27.66,206.0,red,3
Jaipur,2020-01-19,58.77,119.35,12.23,43.38,49.87,35.19,0.86,14.82,50.48,114.0,orange,2
Thiruvananthapuram,2020-01-19,28.79,56.6,9.67,23.12,20.12,17.17,0.94,8.79,38.07,66.0,yellow,1
Shillong,2020-01-19,21.45,32.41,0.78,2.53,1.1,2.63,0.18,7.93,66.61,80.0,yellow,1
Talcher,2020-01-19,155.15,315.76,6.32,10.93,17.21,1.54,1.71,14.59,14.84,320.0,purple,4
Coimbatore,2020-01-20,24.39,32.93,0.67,45.88,46.56,6.23,0.17,10.93,42.57,78.0,yellow,1
Brajrajnagar,2020-01-20,69.42,125.86,15.35,22.11,27.38,89.04,0.87,4.62,37.69,160.0,orange,2
Mumbai,2020-01-20,89.26,181.54,49.49,47.23,93.54,22.7,1.3,10.52,41.83,205.0,red,3
Thiruvananthapuram,2020-01-20,31.86,58.42,12.36,24.67,23.15,15.22,1.15,7.65,29.1,79.0,yellow,1
Delhi,2020-01-20,142.18,225.67,30.68,38.21,49.07,39.27,1.39,9.65,24.64,282.0,red,3
Chennai,2020-01-20,37.66,53.48,10.01,23.7,33.31,50.68,0.88,17.54,26.38,69.0,yellow,1
Bengaluru,2020-01-20,34.51,82.12,6.77,33.42,35.46,14.44,1.07,5.74,35.59,81.0,yellow,1
Bhopal,2020-01-20,52.0,103.34,5.45,39.37,25.46,16.05,0.82,14.48,48.53,107.0,orange,2
Amaravati,2020-01-20,31.22,57.33,3.69,16.9,11.99,14.42,0.63,14.64,33.25,62.0,yellow,1
Guwahati,2020-01-20,79.32,120.4,6.5,8.74,20.04,17.68,0.6,12.49,20.98,211.0,red,3
Kolkata,2020-01-20,62.35,125.7,20.22,39.97,60.07,23.2,0.8,12.65,39.43,148.0,orange,2
Jaipur,2020-01-20,60.37,137.1,13.22,56.22,61.52,47.78,0.84,10.47,46.14,136.0,orange,2
Jorapokhar,2020-01-20,46.85,110.04,8.66,8.41,32.71227971554352,6.51,1.0296205068528574,24.4,68.7,110.0,orange,2
Hyderabad,2020-01-20,39.98,83.38,11.41,30.46,23.89,16.02,0.47,4.75,25.95,77.0,yellow,1
Shillong,2020-01-20,29.71,39.33,0.8,2.57,1.13,2.65,0.22,7.82,63.05,88.0,yellow,1
Amritsar,2020-01-20,64.93,108.1,9.57,10.17,19.06,11.96,0.68,7.84,15.94,111.0,orange,2
Patna,2020-01-20,77.24,101.1,68.66,29.47,97.6,19.91,0.87,10.29,21.07,172.0,orange,2
Chandigarh,2020-01-20,54.78,127.45,27.83,13.64,29.01,42.26,0.96,6.46,8.95,93.0,yellow,1
Talcher,2020-01-20,133.73,243.63,8.21,10.1,18.32,1.64,1.31,13.24,14.46,315.0,purple,4
Visakhapatnam,2020-01-20,30.99,79.86,4.75,27.19,18.31,9.71,0.81,5.57,45.75,81.0,yellow,1
Coimbatore,2020-01-21,31.25,44.99,0.86,16.24,17.14,9.22,0.16,9.15,56.58,75.0,yellow,1
Chennai,2020-01-21,44.91,60.17,8.14,22.62,30.54,50.0,0.8,18.22,31.09,85.0,yellow,1
Guwahati,2020-01-21,120.64,183.95,15.75,12.31,39.05,16.06,0.9,12.62,21.13,192.0,orange,2
Thiruvananthapuram,2020-01-21,25.78,52.01,11.01,22.73,20.99,12.71,1.04,8.05,34.92,65.0,yellow,1
Jaipur,2020-01-21,47.88,93.14,6.07,34.98,33.96,29.34,0.81,9.74,53.34,108.0,orange,2
Delhi,2020-01-21,222.81,348.45,63.49,48.18,83.32,48.02,1.93,12.24,27.6,359.0,purple,4
Bhopal,2020-01-21,66.21,133.21,6.97,45.66,30.04,19.36,1.11,12.89,44.59,104.0,orange,2
Amaravati,2020-01-21,29.88,55.3,4.31,15.62,11.81,16.82,0.63,14.09,35.92,63.0,yellow,1
Visakhapatnam,2020-01-21,25.31,54.82,3.1,19.27,12.78,9.29,0.79,8.29,39.57,51.0,yellow,1
Patna,2020-01-21,123.6,163.55,107.88,42.38,141.74,22.38,1.49,10.71,10.29,233.0,red,3
Amritsar,2020-01-21,37.05,69.74,9.44,10.04,19.14,12.0,0.63,15.16,22.56,98.0,yellow,1
Brajrajnagar,2020-01-21,83.39,158.93,28.64,31.01,37.68,82.8,0.87,5.69,24.53,146.0,orange,2
Hyderabad,2020-01-21,37.27,89.76,10.09,32.37,24.07,17.04,0.46,5.1,28.47,84.0,yellow,1
Bengaluru,2020-01-21,37.86,84.98,6.26,33.67,33.87,14.19,1.1,6.86,36.29,90.0,yellow,1
Jorapokhar,2020-01-21,63.67,179.88,8.95,8.96,32.71227971554352,6.47,1.0296205068528574,35.73,43.67,117.0,orange,2
Kolkata,2020-01-21,75.02,157.98,62.34,54.45,105.24,23.12,1.11,13.18,39.37,172.0,orange,2
Chandigarh,2020-01-21,65.75,140.69,38.7,16.84,39.52,43.79,1.03,9.06,9.56,136.0,orange,2
Mumbai,2020-01-21,96.99,207.73,65.0,44.95,104.64,23.11,1.58,10.32,37.38,227.0,red,3
Talcher,2020-01-21,124.49,272.16,11.35,8.77,20.12,1.82,1.17,11.71,21.59,314.0,purple,4
Shillong,2020-01-21,21.25,28.61,0.78,2.47,1.08,2.54,0.29,7.12,34.88,57.0,yellow,1
Amritsar,2020-01-22,21.05,40.05,9.72,10.07,19.58,11.92,0.8,7.78,39.9,63.0,yellow,1
Visakhapatnam,2020-01-22,59.54,107.42,3.06,22.1,14.21,11.91,1.02,8.98,38.25,84.0,yellow,1
Talcher,2020-01-22,230.16,324.92,11.55,8.67,20.2,1.84,1.35,10.61,21.4,245.0,red,3
Jorapokhar,2020-01-22,80.76,254.13,8.7,9.1,32.71227971554352,6.42,1.0296205068528574,36.87,52.15,192.0,orange,2
Guwahati,2020-01-22,138.17,218.79,53.28,15.68,104.28,17.02,1.41,13.37,20.42,314.0,purple,4
Coimbatore,2020-01-22,35.25,46.52,0.84,16.01,16.97,9.23,0.23,9.87,43.74,74.0,yellow,1
Jaipur,2020-01-22,52.59,107.22,6.4,39.35,37.73,28.79,0.85,11.42,54.89,106.0,orange,2
Thiruvananthapuram,2020-01-22,22.57,55.34,11.28,22.81,21.27,12.35,0.99,8.46,37.51,66.0,yellow,1
Patna,2020-01-22,124.14,173.56,74.61,48.03,115.78,21.43,1.56,9.72,13.53,286.0,red,3
Brajrajnagar,2020-01-22,104.47,184.67,25.44,19.5,38.53,91.79,0.87,6.26,26.39,210.0,red,3
Bhopal,2020-01-22,77.7,142.79,6.32,37.59,25.21,25.19,0.95,11.27,39.34,147.0,orange,2
Chandigarh,2020-01-22,41.75,93.67,18.17,12.43,21.1,48.99,0.73,7.32,6.54,112.0,orange,2
Kolkata,2020-01-22,102.79,200.55,88.75,70.22,149.82,27.56,1.14,13.87,38.81,229.0,red,3
Chennai,2020-01-22,47.95,64.49,10.45,20.03,29.44,58.36,0.89,12.25,34.26,93.0,yellow,1
Shillong,2020-01-22,20.72,23.23,0.74,2.37,1.05,2.44,0.22,6.9,42.67,54.0,yellow,1
Bengaluru,2020-01-22,28.25,71.37,6.1,30.62,31.73,14.77,1.23,6.35,32.1,87.0,yellow,1
Mumbai,2020-01-22,78.69,173.23,71.62,42.07,110.22,22.24,1.49,11.8,37.74,192.0,orange,2
Amaravati,2020-01-22,37.56,65.26,2.86,14.76,10.17,17.54,0.65,14.71,41.22,63.0,yellow,1
Delhi,2020-01-22,198.88,296.98,66.0,44.3,82.89,45.17,1.9,10.95,24.63,378.0,purple,4
Hyderabad,2020-01-22,38.79,85.47,10.0,31.8,23.56,17.7,0.48,5.74,27.79,84.0,yellow,1
Guwahati,2020-01-23,129.67,204.78,47.92,18.01,97.97,16.87,1.29,13.03,18.18,307.0,purple,4
Mumbai,2020-01-23,87.78,189.99,39.85,44.52,84.15,22.07,1.24,11.77,40.14,196.0,orange,2
Coimbatore,2020-01-23,42.81,50.62,0.86,17.48,18.45,4.73,0.3,10.25,25.75,61.0,yellow,1
Amaravati,2020-01-23,59.33,93.3,3.08,17.94,12.04,18.24,0.75,18.29,40.9,87.0,yellow,1
Shillong,2020-01-23,15.63,27.13,0.88,2.87,1.29,2.95,0.23,8.51,59.45,73.0,yellow,1
Bhopal,2020-01-23,65.7,118.35,7.78,40.99,28.22,20.4,0.93,11.19,55.28,141.0,orange,2
Jorapokhar,2020-01-23,75.46,199.88,8.27,7.96,32.71227971554352,6.6,1.0296205068528574,27.27,52.42,194.0,orange,2
Patna,2020-01-23,108.88,162.94,55.55,47.62,99.05,20.99,1.26,9.09,19.67,263.0,red,3
Chennai,2020-01-23,59.95,85.4,7.07,16.9,23.65,54.57,0.87,17.79,34.64,104.0,orange,2
Brajrajnagar,2020-01-23,91.23,160.68,27.22,14.01,37.63,83.71,0.9,5.11,26.95,259.0,red,3
Kolkata,2020-01-23,118.1,211.3,28.64,59.79,88.68,20.97,1.04,14.76,35.86,260.0,red,3
Talcher,2020-01-23,192.23,320.31,14.12,7.6,21.72,1.99,1.43,9.89,9.33,356.0,purple,4
Visakhapatnam,2020-01-23,74.94,166.18,23.74,44.31,42.87,11.62,1.33,7.32,27.59,138.0,orange,2
Jaipur,2020-01-23,35.76,82.95,14.49,39.05,45.77,31.32,0.86,13.84,49.54,97.0,yellow,1
Chandigarh,2020-01-23,29.8,72.37,1.59,10.72,6.48,50.54,0.43,5.37,12.63,73.0,yellow,1
Delhi,2020-01-23,74.45,137.61,15.4,35.26,33.47,36.32,0.79,8.71,27.73,273.0,red,3
Thiruvananthapuram,2020-01-23,25.61,53.17,12.37,23.56,22.52,11.63,1.06,8.76,33.38,65.0,yellow,1
Bengaluru,2020-01-23,41.13,76.02,8.76,30.76,30.61,14.45,1.1,7.64,31.17,82.0,yellow,1
Kochi,2020-01-23,62.48,110.34,22.08,55.67,73.57,25.35,1.33,6.48,9.54,110.0,orange,2
Amritsar,2020-01-23,27.42,50.66,9.68,10.01,17.86,11.99,0.73,7.05,40.09,63.0,yellow,1
Hyderabad,2020-01-23,56.38,115.76,11.39,43.87,31.09,18.33,0.62,6.51,23.8,106.0,orange,2
Amaravati,2020-01-24,61.4,96.6,2.53,15.34,10.21,18.05,0.73,23.54,43.29,101.0,orange,2
Guwahati,2020-01-24,176.98,260.58,47.71,17.95,97.57,16.17,1.74,13.88,19.0,318.0,purple,4
Kochi,2020-01-24,62.87,114.86,37.44,60.49,97.8,25.6,1.44,6.91,9.06,111.0,orange,2
Chandigarh,2020-01-24,27.35,82.96,1.26,13.16,7.67,48.75,0.54,5.84,14.54,75.0,yellow,1
Brajrajnagar,2020-01-24,68.34,133.71,27.57,17.51,22.37,83.67,0.54,4.56,29.78,160.0,orange,2
Bhopal,2020-01-24,55.61,153.75,17.0,53.06,42.13,19.31,1.27,12.64,46.25,133.0,orange,2
Delhi,2020-01-24,79.83,151.81,23.68,44.0,45.88,34.23,0.99,10.73,30.53,155.0,orange,2
Jorapokhar,2020-01-24,49.17,135.63,7.84,6.81,32.71227971554352,6.76,1.0296205068528574,21.47,47.12,133.0,orange,2
Jaipur,2020-01-24,42.58,94.73,14.49,46.1,49.44,30.49,0.85,14.24,43.67,106.0,orange,2
Chennai,2020-01-24,62.34,112.61,11.88,24.68,36.45,47.63,0.97,19.6,32.88,123.0,orange,2
Thiruvananthapuram,2020-01-24,30.53,60.35,9.63,21.07,19.01,11.88,1.06,7.8,36.8,66.0,yellow,1
Mumbai,2020-01-24,73.57,163.95,36.83,40.8,76.32,20.89,1.17,11.7,39.02,172.0,orange,2
Hyderabad,2020-01-24,63.09,128.53,16.57,49.49,37.99,19.87,0.66,7.58,21.9,125.0,orange,2
Patna,2020-01-24,66.21,123.68,50.88,42.59,90.8,21.29,0.84,11.35,16.42,171.0,orange,2
Amritsar,2020-01-24,43.96,77.9,9.54,9.93,19.14,12.01,0.6,8.46,43.35,70.0,yellow,1
Visakhapatnam,2020-01-24,74.82,177.62,16.76,48.23,39.27,12.04,1.43,7.31,40.41,156.0,orange,2
Bengaluru,2020-01-24,42.19,84.68,7.99,39.01,40.6,13.91,1.22,7.44,29.94,108.0,orange,2
Kolkata,2020-01-24,84.27,164.39,50.67,58.79,109.03,21.23,0.93,15.39,38.16,248.0,red,3
Shillong,2020-01-24,35.99,49.54,0.92,2.91,1.24,2.96,0.53,8.38,43.53,78.0,yellow,1
Jorapokhar,2020-01-25,57.58,152.25,7.98,6.76,32.71227971554352,6.78,1.0296205068528574,26.06,50.31,132.0,orange,2
Mumbai,2020-01-25,91.57,192.11,43.7,43.88,85.32,22.38,1.32,14.01,47.99,182.0,orange,2
Chandigarh,2020-01-25,50.16,107.88,35.84,13.38,35.43,35.96,1.03,7.56,3.2,99.0,yellow,1
Ernakulam,2020-01-25,53.0,84.58,126.22,7.8,134.02,104.05,1.17,3.48,34.68071909821197,154.0,orange,2
Chennai,2020-01-25,50.48,95.63,13.16,20.2,33.21,53.49,0.9,14.06,34.13,110.0,orange,2
Bengaluru,2020-01-25,44.82,95.52,10.87,46.43,49.87,14.99,1.23,6.85,30.14,100.0,yellow,1
Kochi,2020-01-25,61.76,113.7,92.78,67.73,160.51,22.11,1.34,6.68,11.29,144.0,orange,2
Delhi,2020-01-25,136.72,240.57,58.83,56.31,84.2,41.37,1.48,12.36,26.8,251.0,red,3
